2014-01-01	Nono_辜莞允	https://facebook.com/150041015132594/
2014-01-02	俏皮甜心 鋇鋇兒	https://facebook.com/154225747994070/
2014-01-03	甜美系殺手〃Regina 蓓蓓	https://facebook.com/168729169826319/
2014-01-04	Sheena‧美意識	https://facebook.com/270571462978157/
2014-01-05	篠崎翎榕	https://facebook.com/332419083516525/
2014-01-06	Olivia尤緻妍	https://facebook.com/400805649967431/
2014-01-07	Rita Lau (劉曉薇）	https://facebook.com/343911445703204/
2014-01-08	Serena 林樓雨	https://facebook.com/619718728057870/
2014-01-09	睿咩 Rimmy	https://facebook.com/122967101181523/
2014-01-10	Catherine C	https://facebook.com/410990322300387/
2014-01-11	紗那醬 Chana	https://facebook.com/444185982363494/
2014-01-12	氣質女神 小雪	https://facebook.com/176030119139554/
2014-01-13	安唯綾 WeiLing Ann	https://facebook.com/119002761508899/
2014-01-14	拐拐	https://facebook.com/111454578868261/
2014-01-15	DenKa&#39;s fanpage (地下室少年)	https://facebook.com/183684841705295/
2014-01-16	Candy 孟潔	https://facebook.com/491191114308383/
2014-01-17	超萌系美少女mini	https://facebook.com/147420365284520/
2014-01-18	Hi chia恰女孩	https://facebook.com/273506349435474/
2014-01-19	曾恩琦LusiaTseng	https://facebook.com/385442281467493/
2014-01-20	BEBE ZHANG	https://facebook.com/116883558394583/
2014-01-21	Zora 陳思穎	https://facebook.com/461111677328347/
2014-01-22	張艾亞	https://facebook.com/307165622715004/
2014-01-23	雞排妹ili鄭家純	https://facebook.com/386585871464302/
2014-01-24	Kila 晶晶	https://facebook.com/104612202960757/
2014-01-25	Ciao. 喬喬	https://facebook.com/494729440625937/
2014-01-26	曾玄玄 Dora	https://facebook.com/624735830898112/
2014-01-27	楊可凡℃☆↘小白兔 ↙★℉	https://facebook.com/114145385283765/
2014-01-28	安小蕎(Angel-Ann)粉絲玩美後援會	https://facebook.com/234439186643377/
2014-01-29	萌系甜心－小容	https://facebook.com/255109817925410/
2014-01-30	Mimi 劉芩妤	https://facebook.com/437576262966554/
2014-01-31	Loveyun。趙芸	https://facebook.com/515043955232739/
2014-02-01	楊雅妤 Yu Mi	https://facebook.com/126765124189678/
2014-02-02	性感女神-Mikiyo	https://facebook.com/116909435008379/
2014-02-03	超少女小柔	https://facebook.com/167233893301092/
2014-02-04	Haze Chen 若穎	https://facebook.com/345827822279/
2014-02-05	洪詩＊洪詩涵	https://facebook.com/138637906284954/
2014-02-06	陳小藍	https://facebook.com/132877036766106/
2014-02-07	Mira Yeh-米菈菈	https://facebook.com/140773172665402/
2014-02-08	Love+ 咪兔 Mi Two	https://facebook.com/425748887508373/
2014-02-09	姚蜜	https://facebook.com/1493491174209750/
2014-02-10	王晴 Serene	https://facebook.com/183867978441676/
2014-02-11	鮪魚(Vicky.魚兒)	https://facebook.com/180623722003843/
2014-02-12	Kimi步	https://facebook.com/255211861182597/
2014-02-13	徵徵	https://facebook.com/287585804599662/
2014-02-14	Lady 憶憶 粉絲團專頁	https://facebook.com/186688284682720/
2014-02-15	小悠 / Judy	https://facebook.com/132434493631215/
2014-02-16	鍾小八粉絲團	https://facebook.com/118838948169637/
2014-02-17	賴呱呱-Doris	https://facebook.com/668976853114153/
2014-02-18	La la 蘇心甯	https://facebook.com/305492186145234/
2014-02-19	恩琦N7 (Elaine Mao)	https://facebook.com/194414820578925/
2014-02-20	圈圈	https://facebook.com/252981158077663/
2014-02-21	Flora＊花花	https://facebook.com/161620460711177/
2014-02-22	壞壞甜心＂安希	https://facebook.com/512222338842033/
2014-02-23	天氣女孩 Esse	https://facebook.com/145619142157607/
2014-02-24	Queena - 昆娜	https://facebook.com/147086835466988/
2014-02-25	木子。萱	https://facebook.com/207842725900912/
2014-02-26	晞晞	https://facebook.com/166583543376715/
2014-02-27	壯壯 / Ula Shen	https://facebook.com/168462173340791/
2014-02-28	Sylvia ீ 謝翔雅	https://facebook.com/229162500517359/
2014-03-01	洋娃娃女孩〃小立	https://facebook.com/1428214930726600/
2014-03-02	Shakira Chung	https://facebook.com/1408849209352845/
2014-03-03	Lucy	https://facebook.com/553858444657416/
2014-03-04	安婕希	https://facebook.com/528201327237188/
2014-03-05	YuMi 林采薇	https://facebook.com/406946395993965/
2014-03-06	虫虫兒	https://facebook.com/166335226737198/
2014-03-07	瘦身甜心-小豬	https://facebook.com/107652122658866/
2014-03-08	MEI MEI (INES)	https://facebook.com/347325235322239/
2014-03-09	日系蜜桃甜心-童恩	https://facebook.com/334129163306564/
2014-03-10	小嵐(張景嵐)	https://facebook.com/164483516927300/
2014-03-11	Namei 娜美&amp;愛麗絲 Alice	https://facebook.com/353138224708672/
2014-03-12	Patty 小豬	https://facebook.com/215449341800625/
2014-03-13	LINLIN	https://facebook.com/106579166032458/
2014-03-14	吳娟儀 ♡ Jenny ♡	https://facebook.com/371731152851/
2014-03-15	Shining girl 翔媗	https://facebook.com/356469444424398/
2014-03-16	祁迹（Barbie)	https://facebook.com/402203389837708/
2014-03-17	Bonjour Lady!!潛水日誌	https://facebook.com/210535132337094/
